USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode01.ffn:bc01_01242,-,bc01_01242,-,N,180,61.67,0.638,,hypothetical protein
fasta::barcode01.ffn:bc01_01243,-,bc01_01243,-,N,285,66.67,0.74,,hypothetical protein
fasta::barcode01.ffn:bc01_01244,-,bc01_01244,-,N,870,61.72,0.675,,SPFH domain / Band 7 family protein
fasta::barcode01.ffn:bc01_01245,-,bc01_01245,-,N,1203,67.58,0.701,,Formate-dependent phosphoribosylglycinamide formyltransferase
fasta::barcode01.ffn:bc01_01246,-,bc01_01246,-,N,711,57.67,0.438,,hypothetical protein
fasta::barcode01.ffn:bc01_01247,-,bc01_01247,-,N,156,48.72,0.35,,hypothetical protein
fasta::barcode01.ffn:bc01_01248,-,bc01_01248,-,N,615,47.8,0.33,,hypothetical protein
fasta::barcode01.ffn:bc01_01249,-,bc01_01249,-,N,1221,66.58,0.655,,Endonuclease/Exonuclease/phosphatase family protein
fasta::barcode01.ffn:bc01_01250,-,bc01_01250,-,N,918,68.3,0.71,,Aspartate/glutamate leucyltransferase
fasta::barcode01.ffn:bc01_01251,-,bc01_01251,-,N,594,68.35,0.767,,EF hand
fasta::barcode01.ffn:bc01_01252,-,bc01_01252,-,N,1203,68.33,0.637,,Sigma-70 region 2
fasta::barcode01.ffn:bc01_01253,-,bc01_01253,-,N,327,66.97,0.516,,hypothetical protein
fasta::barcode01.ffn:bc01_01254,-,bc01_01254,-,N,507,65.88,0.676,,hypothetical protein
fasta::barcode01.ffn:bc01_01255,-,bc01_01255,-,N,906,68.32,0.787,,Acyl-CoA thioesterase 2
fasta::barcode01.ffn:bc01_01256,-,bc01_01256,-,N,771,70.3,0.725,,Fatty acid oxidation complex subunit alpha
fasta::barcode01.ffn:bc01_01257,-,bc01_01257,-,N,405,61.73,0.765,,Long-chain acyl-CoA thioesterase FadM
fasta::barcode01.ffn:bc01_01258,-,bc01_01258,-,N,2967,64.21,0.745,,UvrABC system protein A
fasta::barcode01.ffn:bc01_01259,-,bc01_01259,-,N,321,59.19,0.692,,50S ribosomal protein L21
fasta::barcode01.ffn:bc01_01260,-,bc01_01260,-,N,261,62.07,0.664,,50S ribosomal protein L27
fasta::barcode01.ffn:bc01_01261,-,bc01_01261,-,N,1053,65.62,0.754,,GTPase Obg
fasta::barcode01.ffn:bc01_01262,-,bc01_01262,-,N,270,62.22,0.649,,30S ribosomal protein S20
fasta::barcode01.ffn:bc01_01263,-,bc01_01263,-,N,1608,66.85,0.727,,putative lipid II flippase MurJ
fasta::barcode01.ffn:bc01_01264,-,bc01_01264,-,N,1089,66.67,0.597,,Bifunctional riboflavin kinase/FMN adenylyltransferase
fasta::barcode01.ffn:bc01_01265,-,bc01_01265,-,N,2781,66.95,0.798,,Isoleucine--tRNA ligase
fasta::barcode01.ffn:bc01_01266,-,bc01_01266,-,N,504,63.49,0.689,,signal peptidase II 
fasta::barcode01.ffn:bc01_01267,-,bc01_01267,-,N,951,67.72,0.765,,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
fasta::barcode01.ffn:bc01_01268,-,bc01_01268,-,N,76,53.95,0.259,,tRNA-Thr(cgt)
fasta::barcode01.ffn:bc01_01269,-,bc01_01269,-,N,945,58.31,0.675,,Cytochrome bo(3) ubiquinol oxidase subunit 2
fasta::barcode01.ffn:bc01_01270,-,bc01_01270,-,N,2001,61.17,0.774,,Cytochrome bo(3) ubiquinol oxidase subunit 1
fasta::barcode01.ffn:bc01_01271,-,bc01_01271,-,N,630,63.17,0.783,,Cytochrome bo(3) ubiquinol oxidase subunit 3
fasta::barcode01.ffn:bc01_01272,-,bc01_01272,-,N,336,59.23,0.778,,Cytochrome bo(3) ubiquinol oxidase subunit 4
fasta::barcode01.ffn:bc01_01273,-,bc01_01273,-,N,1881,62.25,0.743,,hypothetical protein
fasta::barcode01.ffn:bc01_01274,-,bc01_01274,-,N,1395,67.17,0.686,,DNA repair protein RadA
fasta::barcode01.ffn:bc01_01275,-,bc01_01275,-,N,387,60.72,0.721,,Inner membrane protein YhaH
fasta::barcode01.ffn:bc01_01276,-,bc01_01276,-,N,786,62.72,0.66,,hypothetical protein
fasta::barcode01.ffn:bc01_01277,-,bc01_01277,-,N,1431,66.25,0.65,,Helix-turn-helix domain protein
fasta::barcode01.ffn:bc01_01278,-,bc01_01278,-,N,1875,66.19,0.689,,Chaperone protein HtpG
fasta::barcode01.ffn:bc01_01279,-,bc01_01279,-,N,2325,68.3,0.741,,hypothetical protein
fasta::barcode01.ffn:bc01_01280,-,bc01_01280,-,N,1101,66.94,0.719,,NADPH dehydrogenase
fasta::barcode01.ffn:bc01_01281,-,bc01_01281,-,N,843,63.11,0.746,,hypothetical protein
fasta::barcode01.ffn:bc01_01282,-,bc01_01282,-,N,363,63.64,0.738,,RsbT antagonist protein RsbS
fasta::barcode01.ffn:bc01_01283,-,bc01_01283,-,N,402,68.41,0.774,,Serine/threonine-protein kinase RsbT
fasta::barcode01.ffn:bc01_01284,-,bc01_01284,-,N,1011,69.34,0.666,,hypothetical protein
fasta::barcode01.ffn:bc01_01285,-,bc01_01285,-,N,879,63.14,0.723,,Possible two component system response sensor kinase membrane associated PhoR 
fasta::barcode01.ffn:bc01_01286,-,bc01_01286,-,N,1935,66.61,0.745,,Sensor kinase CckA
fasta::barcode01.ffn:bc01_01287,-,bc01_01287,-,N,1641,68.07,0.761,,Non-reducing end alpha-L-arabinofuranosidase BoGH43A
fasta::barcode01.ffn:bc01_01288,-,bc01_01288,-,N,2370,65.4,0.768,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_01289,-,bc01_01289,-,N,447,67.79,0.689,,Thioredoxin 2
fasta::barcode01.ffn:bc01_01290,-,bc01_01290,-,N,369,61.79,0.745,,putative protein YbaA
fasta::barcode01.ffn:bc01_01291,-,bc01_01291,-,N,1125,65.69,0.745,,Sensor histidine kinase RcsC
fasta::barcode01.ffn:bc01_01292,-,bc01_01292,-,N,588,69.05,0.69,,chemotaxis-specific methylesterase 
fasta::barcode01.ffn:bc01_01293,-,bc01_01293,-,N,825,63.52,0.769,,chemotaxis protein methyltransferase CheR 
fasta::barcode01.ffn:bc01_01294,-,bc01_01294,-,N,3141,67.21,0.77,,Sensor histidine kinase RcsC
fasta::barcode01.ffn:bc01_01295,-,bc01_01295,-,N,1290,66.2,0.631,,flagellar sensor histidine kinase FleS 
fasta::barcode01.ffn:bc01_01296,-,bc01_01296,-,N,363,63.91,0.76,,Response regulator receiver protein CpdR
fasta::barcode01.ffn:bc01_01297,-,bc01_01297,-,N,1359,63.21,0.73,,GH16: xyloglucan:xyloglucosyltransferase  and 16 other functions.
fasta::barcode01.ffn:bc01_01298,-,bc01_01298,-,N,270,65.93,0.684,,hypothetical protein
fasta::barcode01.ffn:bc01_01299,-,bc01_01299,-,N,1008,68.45,0.679,,transcriptional regulator PtxR 
fasta::barcode01.ffn:bc01_01300,-,bc01_01300,-,N,1581,64.77,0.692,,Intracellular exo-alpha-L-arabinofuranosidase 2
fasta::barcode01.ffn:bc01_01301,-,bc01_01301,-,N,1056,68.37,0.713,,Aldose 1-epimerase
fasta::barcode01.ffn:bc01_01302,-,bc01_01302,-,N,798,68.3,0.744,,Cytochrome C assembly protein
fasta::barcode01.ffn:bc01_01303,-,bc01_01303,-,N,1377,65.72,0.815,,Signal recognition particle protein
fasta::barcode01.ffn:bc01_01304,-,bc01_01304,-,N,882,63.61,0.535,,hypothetical protein
fasta::barcode01.ffn:bc01_01305,-,bc01_01305,-,N,840,65.6,0.706,,hypothetical protein
fasta::barcode01.ffn:bc01_01306,-,bc01_01306,-,N,1095,72.88,0.666,,Nitronate monooxygenase
fasta::barcode01.ffn:bc01_01307,-,bc01_01307,-,N,798,70.3,0.683,,Amino-transferase class IV
fasta::barcode01.ffn:bc01_01308,-,bc01_01308,-,N,261,65.9,0.717,,30S ribosomal protein S16
fasta::barcode01.ffn:bc01_01309,-,bc01_01309,-,N,513,61.4,0.63,,Ribosome maturation factor RimM
fasta::barcode01.ffn:bc01_01310,-,bc01_01310,-,N,759,66.8,0.616,,tRNA (guanine-N(1)-)-methyltransferase
fasta::barcode01.ffn:bc01_01311,-,bc01_01311,-,N,408,62.01,0.7,,50S ribosomal protein L19
fasta::barcode01.ffn:bc01_01312,-,bc01_01312,-,N,1476,68.09,0.745,,Multidrug export protein MepA
fasta::barcode01.ffn:bc01_01313,-,bc01_01313,-,N,408,66.91,0.611,,Heat shock protein 15
fasta::barcode01.ffn:bc01_01314,-,bc01_01314,-,N,2247,66.44,0.766,,catalase/(hydro peroxidase 
fasta::barcode01.ffn:bc01_01315,-,bc01_01315,-,N,615,70.57,0.723,,hypothetical protein
fasta::barcode01.ffn:bc01_01316,-,bc01_01316,-,N,2556,66.67,0.731,,DNA mismatch repair protein MutS
fasta::barcode01.ffn:bc01_01317,-,bc01_01317,-,N,720,60.69,0.334,,hypothetical protein
fasta::barcode01.ffn:bc01_01318,-,bc01_01318,-,N,531,58,0.517,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
fasta::barcode01.ffn:bc01_01319,-,bc01_01319,-,N,1104,59.15,0.521,,Tryptophan 23-dioxygenase
fasta::barcode01.ffn:bc01_01320,-,bc01_01320,-,N,1455,65.02,0.516,,hypothetical protein
fasta::barcode01.ffn:bc01_01321,-,bc01_01321,-,N,1257,63.64,0.531,,Isopenicillin N epimerase
fasta::barcode01.ffn:bc01_01322,-,bc01_01322,-,N,792,62.37,0.561,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode01.ffn:bc01_01323,-,bc01_01323,-,N,1125,62.49,0.53,,Capreomycidine synthase
fasta::barcode01.ffn:bc01_01324,-,bc01_01324,-,N,585,63.93,0.514,,Bacterial regulatory proteins tetR family
fasta::barcode01.ffn:bc01_01325,-,bc01_01325,-,N,735,61.22,0.477,,NADP oxidoreductase coenzyme F420-dependent
fasta::barcode01.ffn:bc01_01326,-,bc01_01326,-,N,93,52.69,0.478,,hypothetical protein
fasta::barcode01.ffn:bc01_01327,-,bc01_01327,-,N,2766,56.91,0.486,,NolX protein
fasta::barcode01.ffn:bc01_01328,-,bc01_01328,-,N,132,57.58,0.532,,hypothetical protein
fasta::barcode01.ffn:bc01_01329,-,bc01_01329,-,N,228,58.77,0.614,,hypothetical protein
fasta::barcode01.ffn:bc01_01330,-,bc01_01330,-,N,6219,62.37,0.523,,XopAD
fasta::barcode01.ffn:bc01_01331,-,bc01_01331,-,N,636,48.74,0.303,,hypothetical protein
fasta::barcode01.ffn:bc01_01332,-,bc01_01332,-,N,981,61.26,0.608,,IS5 family transposase IS1646
fasta::barcode01.ffn:bc01_01333,-,bc01_01333,-,N,519,56.84,0.448,,IS5 family transposase IS1480b
fasta::barcode01.ffn:bc01_01334,-,bc01_01334,-,N,327,58.41,0.546,,hypothetical protein
fasta::barcode01.ffn:bc01_01335,-,bc01_01335,-,N,1212,59.65,0.369,,hypothetical protein
fasta::barcode01.ffn:bc01_01336,-,bc01_01336,-,N,447,66.22,0.538,,hypothetical protein
fasta::barcode01.ffn:bc01_01337,-,bc01_01337,-,N,2016,66.12,0.561,,XopF1
fasta::barcode01.ffn:bc01_01338,-,bc01_01338,-,N,1086,63.26,0.592,,HrpW
fasta::barcode01.ffn:bc01_01339,-,bc01_01339,-,N,483,56.73,0.537,,hypothetical protein
fasta::barcode01.ffn:bc01_01340,-,bc01_01340,-,N,273,51.28,0.423,,hypothetical protein
fasta::barcode01.ffn:bc01_01341,-,bc01_01341,-,N,243,59.67,0.611,,hypothetical protein
fasta::barcode01.ffn:bc01_01342,-,bc01_01342,-,N,948,64.56,0.534,,hypothetical protein
fasta::barcode01.ffn:bc01_01343,-,bc01_01343,-,N,813,67.28,0.504,,HpaA
fasta::barcode01.ffn:bc01_01344,-,bc01_01344,-,N,261,63.98,0.622,,Bordetella Bsc type III secretion system protein BscS 
fasta::barcode01.ffn:bc01_01345,-,bc01_01345,-,N,645,59.84,0.651,,type III secretion system C-ring protein VscR 
fasta::barcode01.ffn:bc01_01346,-,bc01_01346,-,N,1008,67.86,0.592,,hypothetical protein
fasta::barcode01.ffn:bc01_01347,-,bc01_01347,-,N,636,65.57,0.549,,Type III secretion protein (HpaP)
fasta::barcode01.ffn:bc01_01348,-,bc01_01348,-,N,1923,63.34,0.67,,Type III secretion system LcrD protein BcrD 
fasta::barcode01.ffn:bc01_01349,-,bc01_01349,-,N,1074,62.2,0.645,,Type III secretion system inner membrane export apparatus protein AscU 
fasta::barcode01.ffn:bc01_01350,-,bc01_01350,-,N,456,62.72,0.579,,Bacterial type III secretion protein (HrpB1_HrpK)
fasta::barcode01.ffn:bc01_01351,-,bc01_01351,-,N,393,60.05,0.567,,Bacterial type III secretion protein (HrpB2)
fasta::barcode01.ffn:bc01_01352,-,bc01_01352,-,N,765,63.92,0.619,,Secretory protein of YscJ/FliF family protein
fasta::barcode01.ffn:bc01_01353,-,bc01_01353,-,N,630,68.89,0.606,,Bacterial type III secretion protein (HrpB4)
fasta::barcode01.ffn:bc01_01354,-,bc01_01354,-,N,702,71.08,0.633,,hypothetical protein
fasta::barcode01.ffn:bc01_01355,-,bc01_01355,-,N,1329,66.82,0.664,,ATP synthase in type III secretion system 
fasta::barcode01.ffn:bc01_01356,-,bc01_01356,-,N,510,69.8,0.666,,Bacterial type III secretion protein (HrpB7)
fasta::barcode01.ffn:bc01_01357,-,bc01_01357,-,N,831,62.82,0.67,,type III secretion system C ring protein VscT 
fasta::barcode01.ffn:bc01_01358,-,bc01_01358,-,N,1818,65.18,0.592,,type III secretion system OM ring protein VscC 
fasta::barcode01.ffn:bc01_01359,-,bc01_01359,-,N,366,58.47,0.634,,XopA_Harpin
fasta::barcode01.ffn:bc01_01360,-,bc01_01360,-,N,573,60.03,0.487,,GH23: lysozyme type G  and 2 other functions.
fasta::barcode01.ffn:bc01_01361,-,bc01_01361,-,N,156,62.82,0.616,,hypothetical protein
fasta::barcode01.ffn:bc01_01362,-,bc01_01362,-,N,534,63.86,0.568,,XopM
fasta::barcode01.ffn:bc01_01363,-,bc01_01363,-,N,1431,60.03,0.477,,hypothetical protein
fasta::barcode01.ffn:bc01_01364,-,bc01_01364,-,N,684,60.38,0.339,,hypothetical protein
fasta::barcode01.ffn:bc01_01365,-,bc01_01365,-,N,918,49.35,0.331,,XopAL1
fasta::barcode01.ffn:bc01_01366,-,bc01_01366,-,N,1962,56.88,0.446,,XopP
fasta::barcode01.ffn:bc01_01367,-,bc01_01367,-,N,981,61.06,0.592,,IS5 family transposase IS1646
fasta::barcode01.ffn:bc01_01368,-,bc01_01368,-,N,981,62.39,0.627,,IS5 family transposase IS1646
fasta::barcode01.ffn:bc01_01369,-,bc01_01369,-,N,648,63.89,0.524,,XopM
fasta::barcode01.ffn:bc01_01370,-,bc01_01370,-,N,945,64.02,0.51,,Beta-glucosidase BoGH3B
fasta::barcode01.ffn:bc01_01371,-,bc01_01371,-,N,1929,65.16,0.609,,GH29: alpha-L-fucosidase  and 1 other functions.
fasta::barcode01.ffn:bc01_01372,-,bc01_01372,-,N,2568,65.77,0.677,,Beta-galactosidase BoGH2A
fasta::barcode01.ffn:bc01_01373,-,bc01_01373,-,N,1209,63.03,0.699,,Arabinogalactan endo-beta-14-galactanase
fasta::barcode01.ffn:bc01_01374,-,bc01_01374,-,N,2685,64.92,0.77,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_01375,-,bc01_01375,-,N,1383,68.19,0.683,,HTH-type transcriptional regulator RamB
fasta::barcode01.ffn:bc01_01376,-,bc01_01376,-,N,1506,66,0.713,,Methylmalonate-semialdehyde dehydrogenase [acylating]
fasta::barcode01.ffn:bc01_01377,-,bc01_01377,-,N,1182,66.92,0.785,,colibactin biosynthesis dehydrogenase ClbF 
fasta::barcode01.ffn:bc01_01378,-,bc01_01378,-,N,798,68.8,0.786,,Short-chain-enoyl-CoA hydratase
fasta::barcode01.ffn:bc01_01379,-,bc01_01379,-,N,1173,67.35,0.653,,14-dihydroxy-2-naphthoyl-CoA synthase
fasta::barcode01.ffn:bc01_01380,-,bc01_01380,-,N,888,67.57,0.689,,3-hydroxyisobutyrate dehydrogenase
fasta::barcode01.ffn:bc01_01381,-,bc01_01381,-,N,966,65.22,0.651,,Metal cation efflux system protein CzcD
fasta::barcode01.ffn:bc01_01382,-,bc01_01382,-,N,2073,68.31,0.719,,Fatty acid oxidation complex subunit alpha
fasta::barcode01.ffn:bc01_01383,-,bc01_01383,-,N,621,62.64,0.628,,alginate biosynthesis protein AlgZ/FimS 
fasta::barcode01.ffn:bc01_01384,-,bc01_01384,-,N,861,73.87,0.64,,hypothetical protein
fasta::barcode01.ffn:bc01_01385,-,bc01_01385,-,N,1578,67.24,0.721,,serine protease MucD precursor 
fasta::barcode01.ffn:bc01_01386,-,bc01_01386,-,N,1791,62.03,0.744,,Elongation factor 4
fasta::barcode01.ffn:bc01_01387,-,bc01_01387,-,N,801,61.92,0.74,,Signal peptidase I
fasta::barcode01.ffn:bc01_01388,-,bc01_01388,-,N,378,54.23,0.584,,hypothetical protein
fasta::barcode01.ffn:bc01_01389,-,bc01_01389,-,N,681,66.23,0.635,,Ribonuclease 3
fasta::barcode01.ffn:bc01_01390,-,bc01_01390,-,N,954,65.2,0.707,,GTPase Era
fasta::barcode01.ffn:bc01_01391,-,bc01_01391,-,N,726,68.73,0.611,,DNA repair protein RecO
fasta::barcode01.ffn:bc01_01392,-,bc01_01392,-,N,723,67.77,0.647,,Signal transduction histidine-protein kinase BarA
fasta::barcode01.ffn:bc01_01393,-,bc01_01393,-,N,1335,64.34,0.689,,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
fasta::barcode01.ffn:bc01_01394,-,bc01_01394,-,N,642,66.04,0.563,,hypothetical protein
fasta::barcode01.ffn:bc01_01395,-,bc01_01395,-,N,495,62.63,0.641,,Inorganic triphosphatase
fasta::barcode01.ffn:bc01_01396,-,bc01_01396,-,N,687,67.39,0.641,,DSBA-like thioredoxin domain protein
fasta::barcode01.ffn:bc01_01397,-,bc01_01397,-,N,1008,70.63,0.595,,Renalase
fasta::barcode01.ffn:bc01_01398,-,bc01_01398,-,N,1590,65.85,0.721,,(6-4) photolyase
fasta::barcode01.ffn:bc01_01399,-,bc01_01399,-,N,996,70.18,0.713,,Beta-hexosaminidase
fasta::barcode01.ffn:bc01_01400,-,bc01_01400,-,N,555,68.11,0.804,,Hypoxanthine-guanine phosphoribosyltransferase
fasta::barcode01.ffn:bc01_01401,-,bc01_01401,-,N,753,65.87,0.67,,S-methyl-5'-thioinosine phosphorylase
fasta::barcode01.ffn:bc01_01402,-,bc01_01402,-,N,207,61.35,0.692,,Cold shock protein ScoF
fasta::barcode01.ffn:bc01_01403,-,bc01_01403,-,N,1272,68.32,0.666,,Kynurenine 3-monooxygenase
fasta::barcode01.ffn:bc01_01404,-,bc01_01404,-,N,645,70.54,0.713,,hypothetical protein
fasta::barcode01.ffn:bc01_01405,-,bc01_01405,-,N,2493,69.68,0.69,,ATP-dependent RNA helicase RhlE
fasta::barcode01.ffn:bc01_01406,-,bc01_01406,-,N,1605,67.73,0.699,,DNA ligase
fasta::barcode01.ffn:bc01_01407,-,bc01_01407,-,N,234,71.37,0.501,,hypothetical protein
fasta::barcode01.ffn:bc01_01408,-,bc01_01408,-,N,1011,67.85,0.688,,hypothetical protein
fasta::barcode01.ffn:bc01_01409,-,bc01_01409,-,N,366,69.4,0.675,,hypothetical protein
fasta::barcode01.ffn:bc01_01410,-,bc01_01410,-,N,561,67.2,0.624,,Polymer-forming cytoskeletal
fasta::barcode01.ffn:bc01_01411,-,bc01_01411,-,N,1737,66.67,0.689,,Diguanylate cyclase GGDEF domain
fasta::barcode01.ffn:bc01_01412,-,bc01_01412,-,N,336,69.05,0.695,,hypothetical protein
fasta::barcode01.ffn:bc01_01413,-,bc01_01413,-,N,342,64.91,0.479,,hypothetical protein
fasta::barcode01.ffn:bc01_01414,-,bc01_01414,-,N,1176,64.8,0.688,,Acetyl-CoA acetyltransferase
fasta::barcode01.ffn:bc01_01415,-,bc01_01415,-,N,2847,64.17,0.554,,Extracellular serine protease
fasta::barcode01.ffn:bc01_01416,-,bc01_01416,-,N,1101,63.31,0.721,,Leucine dehydrogenase
fasta::barcode01.ffn:bc01_01417,-,bc01_01417,-,N,501,63.47,0.702,,UTP pyrophosphatase
fasta::barcode01.ffn:bc01_01418,-,bc01_01418,-,N,174,56.32,0.689,,hypothetical protein
fasta::barcode01.ffn:bc01_01419,-,bc01_01419,-,N,264,62.5,0.673,,hypothetical protein
fasta::barcode01.ffn:bc01_01420,-,bc01_01420,-,N,267,68.16,0.697,,putative protein YbiI
fasta::barcode01.ffn:bc01_01421,-,bc01_01421,-,N,567,63.14,0.636,,Mechanosensitive ion channel
fasta::barcode01.ffn:bc01_01422,-,bc01_01422,-,N,258,67.44,0.541,,hypothetical protein
fasta::barcode01.ffn:bc01_01423,-,bc01_01423,-,N,588,66.33,0.609,,alginate biosynthesis protein AlgZ/FimS 
fasta::barcode01.ffn:bc01_01424,-,bc01_01424,-,N,534,70.6,0.58,,hypothetical protein
fasta::barcode01.ffn:bc01_01425,-,bc01_01425,-,N,885,67.68,0.614,,Putative adhesin
fasta::barcode01.ffn:bc01_01426,-,bc01_01426,-,N,186,66.13,0.676,,hypothetical protein
fasta::barcode01.ffn:bc01_01427,-,bc01_01427,-,N,1383,66.81,0.72,,Chaperone protein HscA
fasta::barcode01.ffn:bc01_01428,-,bc01_01428,-,N,474,68.78,0.784,,XopAZ
fasta::barcode01.ffn:bc01_01429,-,bc01_01429,-,N,963,64.17,0.697,,Cation efflux family protein
fasta::barcode01.ffn:bc01_01430,-,bc01_01430,-,N,336,63.1,0.763,,PhnA domain protein
fasta::barcode01.ffn:bc01_01431,-,bc01_01431,-,N,789,69.07,0.676,,hypothetical protein
fasta::barcode01.ffn:bc01_01432,-,bc01_01432,-,N,1050,68.95,0.709,,LD-transpeptidase catalytic domain
fasta::barcode01.ffn:bc01_01433,-,bc01_01433,-,N,1095,68.04,0.755,,N-ethylmaleimide reductase
fasta::barcode01.ffn:bc01_01434,-,bc01_01434,-,N,1209,66.91,0.636,,Inner membrane transport protein YdhP
fasta::barcode01.ffn:bc01_01435,-,bc01_01435,-,N,456,63.82,0.811,,hypothetical protein
fasta::barcode01.ffn:bc01_01436,-,bc01_01436,-,N,603,66,0.673,,RNA 2'3'-cyclic phosphodiesterase
fasta::barcode01.ffn:bc01_01437,-,bc01_01437,-,N,603,69.82,0.686,,hypothetical protein
fasta::barcode01.ffn:bc01_01438,-,bc01_01438,-,N,1359,68.36,0.719,,Bacterial virulence protein (VirJ)
fasta::barcode01.ffn:bc01_01439,-,bc01_01439,-,N,2565,69.16,0.763,,Phosphatidylglycerol lysyltransferase
fasta::barcode01.ffn:bc01_01440,-,bc01_01440,-,N,702,66.67,0.635,,hypothetical protein
fasta::barcode01.ffn:bc01_01441,-,bc01_01441,-,N,348,63.79,0.776,,Putative aminoacrylate peracid reductase RutC
fasta::barcode01.ffn:bc01_01442,-,bc01_01442,-,N,1071,65.64,0.785,,Trans-aconitate 2-methyltransferase
fasta::barcode01.ffn:bc01_01443,-,bc01_01443,-,N,783,67.31,0.689,,hypothetical protein
fasta::barcode01.ffn:bc01_01444,-,bc01_01444,-,N,546,68.86,0.611,,hypothetical protein
fasta::barcode01.ffn:bc01_01445,-,bc01_01445,-,N,1296,66.28,0.759,,Mycolic acid cyclopropane synthetase
fasta::barcode01.ffn:bc01_01446,-,bc01_01446,-,N,882,68.03,0.759,,hypothetical protein
fasta::barcode01.ffn:bc01_01447,-,bc01_01447,-,N,1251,66.83,0.7,,Flavin containing amine oxidoreductase
fasta::barcode01.ffn:bc01_01448,-,bc01_01448,-,N,1002,66.87,0.719,,Fatty acid desaturase
fasta::barcode01.ffn:bc01_01449,-,bc01_01449,-,N,840,69.52,0.673,,Anti-sigma-K factor rskA
fasta::barcode01.ffn:bc01_01450,-,bc01_01450,-,N,564,66.13,0.715,,alginate biosynthesis protein AlgZ/FimS 
fasta::barcode01.ffn:bc01_01451,-,bc01_01451,-,N,369,64.23,0.69,,hypothetical protein
fasta::barcode01.ffn:bc01_01452,-,bc01_01452,-,N,789,69.33,0.681,,hypothetical protein
fasta::barcode01.ffn:bc01_01453,-,bc01_01453,-,N,420,69.52,0.711,,Ion-translocating oxidoreductase complex subunit B
fasta::barcode01.ffn:bc01_01454,-,bc01_01454,-,N,591,69.88,0.745,,phosphatase
fasta::barcode01.ffn:bc01_01455,-,bc01_01455,-,N,2085,65.66,0.756,,Methionine--tRNA ligase
fasta::barcode01.ffn:bc01_01456,-,bc01_01456,-,N,3117,61.02,0.612,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_01457,-,bc01_01457,-,N,450,66.44,0.814,,hypothetical protein
fasta::barcode01.ffn:bc01_01458,-,bc01_01458,-,N,411,65.94,0.735,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein
fasta::barcode01.ffn:bc01_01459,-,bc01_01459,-,N,216,66.67,0.53,,hypothetical protein
fasta::barcode01.ffn:bc01_01460,-,bc01_01460,-,N,1398,66.17,0.675,,Amino-acid permease RocC
fasta::barcode01.ffn:bc01_01461,-,bc01_01461,-,N,963,68.22,0.66,,Homocysteine S-methyltransferase
fasta::barcode01.ffn:bc01_01462,-,bc01_01462,-,N,1917,65.83,0.79,,hypothetical protein
fasta::barcode01.ffn:bc01_01463,-,bc01_01463,-,N,777,63.96,0.72,,queuosine precursor transporter
fasta::barcode01.ffn:bc01_01464,-,bc01_01464,-,N,804,65.55,0.669,,hypothetical protein
fasta::barcode01.ffn:bc01_01465,-,bc01_01465,-,N,1128,66.22,0.583,,hypothetical protein
fasta::barcode01.ffn:bc01_01466,-,bc01_01466,-,N,234,67.09,0.566,,hypothetical protein
fasta::barcode01.ffn:bc01_01467,-,bc01_01467,-,N,1518,63.04,0.745,,Alginate export
fasta::barcode01.ffn:bc01_01468,-,bc01_01468,-,N,363,64.74,0.64,,Transcriptional regulator PadR-like family protein
fasta::barcode01.ffn:bc01_01469,-,bc01_01469,-,N,927,65.16,0.647,,Putative sensor
fasta::barcode01.ffn:bc01_01470,-,bc01_01470,-,N,1308,65.14,0.808,,hypothetical protein
fasta::barcode01.ffn:bc01_01471,-,bc01_01471,-,N,648,67.9,0.712,,hypothetical protein
fasta::barcode01.ffn:bc01_01472,-,bc01_01472,-,N,447,65.77,0.725,,hypothetical protein
fasta::barcode01.ffn:bc01_01473,-,bc01_01473,-,N,756,67.59,0.704,,Tetratricopeptide repeat protein
fasta::barcode01.ffn:bc01_01474,-,bc01_01474,-,N,960,64.79,0.755,,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
fasta::barcode01.ffn:bc01_01475,-,bc01_01475,-,N,3594,66.5,0.8,,DNA polymerase III subunit alpha
fasta::barcode01.ffn:bc01_01476,-,bc01_01476,-,N,723,69.85,0.716,,Ribonuclease HII
fasta::barcode01.ffn:bc01_01477,-,bc01_01477,-,N,1197,68.09,0.73,,lipid-A-disaccharide synthase 
fasta::barcode01.ffn:bc01_01478,-,bc01_01478,-,N,792,67.8,0.758,,UDP-N-acetylglucosamine acyltransferase 
fasta::barcode01.ffn:bc01_01479,-,bc01_01479,-,N,462,61.04,0.79,,(3R -hydroxymyristoyl ACP dehydratase 
fasta::barcode01.ffn:bc01_01480,-,bc01_01480,-,N,1014,65.98,0.686,,UDP-3-O-(3-hydroxymyristoyl glucosamine N-acyltransferase 
fasta::barcode01.ffn:bc01_01481,-,bc01_01481,-,N,201,61.19,0.67,,hypothetical protein
